No.;NIT;RAZON SOCIAL;SUPERVISOR;REGIÓN;DEPARTAMENTO DOMICILIO;CIUDAD DOMICILIO;CIIU;MACROSECTOR;"INGRESOS OPERACIONALES
2018*";GANANCIA (PERDIDA) 2018;TOTAL ACTIVOS 2018;TOTAL PASIVOS 2018;TOTAL PATRIMONIO 2018;"INGRESOS OPERACIONALES
2017*";GANANCIA (PERDIDA) 2017;TOTAL ACTIVOS 2017;TOTAL PASIVOS 2017;TOTAL PATRIMONIO 2017;GRUPO EN NIIF
253;900783939;BAXALTA COLOMBIA S.A.S;3;1;2;7;106;1;2777654380.0;59952000.0;2505692660.0;1921241660.0;584451000.0;2090638840.0;226730320.0;1864734610.0;1340235610.0;524499000.0;0
254;800100159;COMPAÑIA DE COSMETICOS  VOTRE PASSION SAS;3;0;0;45;128;1;3231101060.0;-14116450.0;328425190.0;375719120.0;-47293930.0;3390492340.0;-80980710.0;364731140.0;397908620.0;-33177480.0;1
255;890101676;FABRICA DE BOLSAS DE PAPEL UNIBOL SAS;3;3;1;68;43;4;1350813690.0;89406730.0;1484178650.0;675314310.0;808864340.0;1233800010.0;78400260.0;1373607410.0;590540670.0;783066740.0;0
256;860508392;SERVIOPTICA SAS;3;1;2;7;116;1;1802778030.0;154417380.0;1101572610.0;378728430.0;722844180.0;1645785760.0;123395860.0;867504000.0;264968900.0;602535100.0;0
257;890201201;OTACC S.A.;3;2;21;8;93;2;1431872840.0;71043790.0;736062750.0;321244980.0;414817770.0;397204860.0;31541450.0;492540170.0;148766190.0;343773980.0;0
258;800136835;CENTURYLINK COLOMBIA S.A.;3;1;2;7;150;6;3261867680.0;149381460.0;4953836770.0;1944813270.0;3009023500.0;3224130850.0;265272570.0;4635902400.0;1776260360.0;2859642040.0;0
259;900117087;BIOCOMBUSTIBLES SOSTENIBLES DEL CARIBE S.A. USUARIO OPERADOR DE ZONA FRANCA;3;3;14;62;17;4;2933369390.0;47070590.0;936591110.0;461678560.0;474912550.0;2295318620.0;27113410.0;966506550.0;462197180.0;504309370.0;1
260;800110980;ACCENTURE;3;1;2;7;152;6;2371248990.0;-14536970.0;1437794230.0;1411723510.0;26070720.0;1892701280.0;-141613710.0;1140394730.0;1263375240.0;-122980510.0;0
261;890206051;ORGANIZACION SERVICIOS Y ASESORIAS SAS;3;2;21;8;173;6;1652314330.0;14094320.0;308170510.0;183853070.0;124317440.0;1600648680.0;16003040.0;283427790.0;165636120.0;117791670.0;1
262;817000747;COMPAÑIA INTERNACIONAL DE ALIMENTOS SAS  COMPAÑIA INTERNACIONAL DE ALIMENTOS SAS;3;4;7;13;27;4;1551686420.0;82669130.0;951579110.0;527360210.0;424218900.0;1894421500.0;108050150.0;956343820.0;607322280.0;349021540.0;0
263;900174468;TERNIUM SIDERURGICA DE CALDAS S.A.S.;3;0;0;37;65;4;3715846440.0;-72624270.0;4067874580.0;2141942720.0;1925931860.0;3413211830.0;61845410.0;3110312720.0;1268587920.0;1841724800.0;0
264;890901271;CONTEGRAL S.A.S;3;0;0;25;28;4;17402814900.0;775539700.0;11782584730.0;6071349570.0;5711235160.0;16678111160.0;844581050.0;10815140940.0;5704611220.0;5110529720.0;0
265;900017459;INVERSIONES FALABELLA DE COLOMBIA S.A.;3;1;2;7;161;6;1526009920.0;1541288140.0;11970085410.0;907986650.0;11062098760.0;1223467510.0;1267682780.0;11504591140.0;350678930.0;11153912210.0;0
266;830025448;GRUPO BOLIVAR S. A.;0;1;2;7;156;6;11296250000.0;11158260000.0;98344500000.0;6275740000.0;92068760000.0;11430060000.0;11181350000.0;89985840000.0;6241950000.0;83743890000.0;0
267;890300225;COÉXITO S.A.S.;3;4;24;12;98;1;4883067240.0;160446140.0;2323559890.0;1151721970.0;1171837920.0;4680621220.0;164674540.0;2238934350.0;1096532610.0;1142401740.0;0
268;822000851;DISTRIBUCIONES HERNANDEZ GOMEZ LTDA;3;6;15;77;122;1;1371859220.0;2763960.0;265776770.0;204160060.0;61616710.0;1219418440.0;-1201030.0;258090470.0;199450570.0;58639900.0;1
269;800198020;CARNES CASABLANCA S.A.;3;0;0;45;14;4;1516437110.0;27833980.0;879782180.0;752141290.0;127640890.0;1372344090.0;24553150.0;685246870.0;585439960.0;99806910.0;1
270;890300794;PLASTICOS RIMAX SAS;3;4;24;12;59;4;1852567170.0;71664000.0;1964666410.0;1200427510.0;764238900.0;1743318190.0;47249200.0;1927835680.0;1172090930.0;755744750.0;0
271;860001307;DISTRIBUIDORA NISSAN S.A.;3;1;2;7;97;1;14179954630.0;431320870.0;7276173080.0;3958429680.0;3317743400.0;13394972820.0;483048530.0;7256941560.0;4239534370.0;3017407190.0;0
272;891856457;INVERSIONES ELDORADO S.A.S;3;2;4;24;3;0;1398721780.0;89001160.0;1148041310.0;600618040.0;547423270.0;1250165330.0;82962270.0;1062304910.0;483027450.0;579277460.0;1
273;860002120;IBM DE COLOMBIA & CIA SCA;3;1;2;7;152;6;9253724630.0;474953210.0;5991576500.0;4747890320.0;1243686180.0;8584751650.0;-475748210.0;6398511760.0;5706405860.0;692105900.0;0
274;891180008;CCF HUILA;1;6;13;48;183;6;48981622095.0;-3371992113.0;6494480951.0;24024929577.0;-17530448626.0;41763136777.0;-2351686131.0;4478025729.0;19094749178.0;-14616723449.0;0
275;890301463;LABORATORIO FRANCO COLOMBIANO LAFRANCOL S.A.S.;3;4;24;12;55;4;8951607240.0;508183200.0;5485935790.0;2760666130.0;2725269660.0;8374574120.0;471446730.0;5706690780.0;3515663100.0;2191027680.0;0
276;860014659;DOW QUIMICA DE COLOMBIA S.A.;3;1;2;7;49;4;6319819420.0;-54717670.0;3795502610.0;2892791030.0;902711580.0;5970362090.0;549446400.0;3443064880.0;2462605690.0;980459190.0;0
277;900307098;CI MINERCOQUE DE COLOMBIA LTDA;3;2;17;22;110;1;1824749930.0;37475170.0;592793550.0;513852560.0;78940990.0;1046280430.0;17652860.0;191770860.0;148918630.0;42852230.0;1
278;890903035;TERMOTECNICA COINDUSTRIAL S.A.S.;3;1;2;7;93;3;2252384710.0;183314150.0;6141357550.0;1368145660.0;4773211890.0;2968412750.0;528111030.0;6527156150.0;1729074540.0;4798081610.0;0
279;900160905;PIONEER DE COLOMBIA SDAD LTDA.;3;1;2;7;12;5;2337109780.0;153419920.0;2678518550.0;336780050.0;2341738500.0;1221074830.0;-157123960.0;1927650350.0;253465270.0;1674185080.0;1
280;900491889;MASSER S.A.S.;3;3;1;5;122;1;14045946860.0;-40103790.0;465858310.0;398162790.0;67695520.0;12567907740.0;-86218110.0;457488820.0;435189510.0;22299310.0;0
282;890806999;ARMETALES S.A;3;5;5;43;112;1;1848148830.0;14720500.0;651155180.0;482313610.0;168841570.0;1642531710.0;4794040.0;559814180.0;408572260.0;151241920.0;0
283;890922586;Texcomercial - Texco SAS;3;0;0;37;116;1;1748266310.0;16750310.0;600030900.0;346635600.0;253395300.0;1807848580.0;633280.0;705117830.0;469738780.0;235379050.0;0
284;890101815;JOHNSON & JOHNSON DE COLOMBIA S.A;3;4;24;79;49;4;11069130400.0;-230116300.0;10679286910.0;5826339100.0;4852947810.0;9888692510.0;95413080.0;9658382150.0;4577452170.0;5080929980.0;0
285;890903995;AGAVAL SA;3;0;0;45;129;1;1481465440.0;38389600.0;1225386800.0;749992180.0;475394620.0;1378204620.0;27290300.0;1141890820.0;734924150.0;406966670.0;0
286;800166199;DELTEC SA;3;4;24;12;167;6;1664901090.0;83416420.0;1223787750.0;734026790.0;489760960.0;1393648780.0;37538660.0;994769510.0;575372150.0;419397360.0;1
287;830111367;SUDESPENSA BARRAGAN S.A.;3;1;2;7;101;1;1579558410.0;-29995380.0;1162208110.0;693276800.0;468931310.0;1714842840.0;28075700.0;1431843720.0;932917030.0;498926690.0;0
288;890115406;A CONSTRUIR S.A.;3;3;1;5;91;3;1912746580.0;110156130.0;1486910270.0;613674940.0;873235330.0;1385365670.0;76664720.0;1676123130.0;927108180.0;749014950.0;1
289;860507710;AUTO STOK SAS;3;1;2;7;97;1;1771541730.0;-25363320.0;885037940.0;649317940.0;235720000.0;2001053000.0;-14971780.0;968606070.0;707521550.0;261084520.0;1
290;891401705;INGENIO RISARALDA SA;3;5;19;51;23;4;3204541580.0;12861870.0;4804610950.0;2858995750.0;1945615200.0;3486577400.0;178117680.0;4925428570.0;2914556070.0;2010872500.0;0
291;830006051;DIAGEO COLOMBIA SA;3;1;2;7;102;1;6464948150.0;489098710.0;2128798410.0;1458709600.0;670088810.0;6031937950.0;5050380.0;1777687640.0;1591637670.0;186049970.0;0
292;890932424;SP INGENIEROS SAS;3;0;0;45;91;3;1613301600.0;272221000.0;4661512530.0;2021385650.0;2640126880.0;2117007850.0;86961200.0;3701087770.0;1474508270.0;2226579500.0;0
293;890903295;Suppla S.A.;3;1;2;7;136;6;2496807730.0;182110950.0;1881535080.0;747738270.0;1133796810.0;2342358500.0;36474590.0;2074069650.0;1121204890.0;952864760.0;0
294;900219353;Seaboard Overseas Colombia Ltda;3;1;2;7;158;6;1549133960.0;-32687210.0;192788330.0;219625110.0;-26836780.0;1280701420.0;-30388770.0;354911680.0;379030700.0;-24119020.0;1
295;800007955;COMMERK SAS;3;4;24;14;102;1;3267381410.0;338889400.0;1385994150.0;848090220.0;537903930.0;167119910.0;135135120.0;1662283410.0;1295591540.0;366691870.0;1
296;800216499;AGOFER SAS;3;1;2;7;125;1;2800530730.0;59955170.0;2017122910.0;1556001990.0;461120920.0;2447922680.0;41067220.0;1588850010.0;1187684270.0;401165740.0;0
297;890900168;CERVECERIA UNION S.A;3;0;0;37;29;4;7832273100.0;3132365710.0;14390116560.0;7194234140.0;7195882420.0;9802945610.0;2470901890.0;12307626580.0;5728347840.0;6579278740.0;0
298;900106364;TELECENTER PANAMERICANA LTDA;3;1;2;7;179;6;1484588460.0;85844540.0;668170170.0;253338900.0;414831270.0;1404925280.0;46465210.0;1420341450.0;254525420.0;1165816030.0;0
299;800208146;INVERSIONES ALCABAMA  S.A.;3;1;2;7;90;3;1899261090.0;247239460.0;1806432380.0;836984510.0;969447870.0;1989227060.0;312611710.0;2468796640.0;1759405460.0;709391180.0;1
300;900737989;BEMOVIL S.A.S.;3;5;19;51;150;6;4215452890.0;1844050.0;73299640.0;66065290.0;7234350.0;3483264970.0;1357290.0;67881960.0;61518270.0;6363690.0;1
301;900020155;INVERSIONES MERCA Z SA;3;4;16;73;117;1;1651919050.0;24863620.0;300682900.0;208029270.0;92653630.0;1681515830.0;16354070.0;312268100.0;239532760.0;72735340.0;1
302;891300382;HARINERA DEL VALLE S.A.;3;4;24;49;19;4;9284119890.0;443768000.0;13872252440.0;4024471200.0;9847781240.0;8834876650.0;422939640.0;13859878050.0;3636758090.0;10223119960.0;0
303;900736182;APPLE COLOMBIA S.A.S;3;1;2;7;107;1;10061418780.0;-46234120.0;3493294690.0;3082212020.0;411082670.0;8901079780.0;179297490.0;3478638480.0;3021321690.0;457316790.0;0
304;900640334;SALUD COLPATRIA;1;1;2;7;183;6;23392066009.0;383793959.0;1077038698.0;7488915626.0;3281471353.0;2162141267.0;-100148954.0;10618993576.0;7444430137.0;3174563439.0;0
305;900514524;Abbvie S.A.S.;3;1;2;7;106;1;2523157630.0;167819940.0;2183591540.0;592895690.0;1590695850.0;2626987250.0;-2994800.0;1948719080.0;489226900.0;1459492180.0;0
306;890400080;CABOT COLOMBIANA S.A.;3;3;3;15;46;4;1719667610.0;76103980.0;1172209990.0;606301230.0;565908760.0;1233727940.0;18291600.0;1056495800.0;566691020.0;489804780.0;0
307;860009694;CYRGO SAS;3;1;2;7;112;1;2302839620.0;25551950.0;948045050.0;889600320.0;58444730.0;1897521510.0;8059560.0;718826510.0;685933730.0;32892780.0;0
308;900134430;NOKIA SOLUTIONS AND NETWORKS COLOMBIA LTDA;3;1;2;7;150;6;5944692050.0;42901790.0;6275111260.0;5360910050.0;914201210.0;3387915330.0;-1931920.0;2654786920.0;1783487500.0;871299420.0;0
309;891600091;CCF DEL CHOCO;1;4;9;56;183;6;14391073419.0;221414758.0;2652074221.0;3071349387.0;-419275167.0;12244572658.0;230180079.0;1988433954.0;3204941777.0;-1216507823.0;1
310;800125872;KERALTY S.A.S.;3;1;2;7;165;6;1805322330.0;1302539310.0;3453912080.0;755352750.0;2698559330.0;1225218420.0;791353130.0;2904948780.0;857838030.0;2047110750.0;0
311;800041829;YOKOMOTOR S.A.;3;0;0;45;97;1;3906874970.0;60126870.0;1644191210.0;964199000.0;679992210.0;2948672160.0;42730390.0;1405494830.0;754371950.0;651122880.0;1
312;800187974;COLOMBIA ENERGY DEVELOPMENT CO;3;1;2;7;6;5;1385198710.0;237218030.0;2776225800.0;1092599920.0;1683625880.0;1294485180.0;280112810.0;1712005000.0;523372050.0;1188632950.0;0
313;800237456;EMTELCO S.A.S;3;0;0;45;179;6;4008659800.0;138411570.0;1821880140.0;663942850.0;1157937290.0;4009399230.0;153409070.0;1680427110.0;592472110.0;1087955000.0;0
314;900103457;TCS SOLUTION CENTER SUCURSAL COLOMBIA;3;1;2;7;152;6;2297139160.0;152642000.0;1279747240.0;549385660.0;730361580.0;2014285120.0;254233750.0;1359799840.0;782080260.0;577719580.0;1
316;860025285;"ERICSSON DE COLOMBIA S. 
ACTIVIDADES DE TELECOMUNICACIONES  
J6190 - Otras actividades de telecomunicaciones
01. ANUAL
1969-07-01
2069-07-01
ACTIVA
01. SOCIEDAD ANÓNIMA
07. ACTIVIDAD ECONÓMICA DIFERENTE A LAS ANTERIORES";3;1;2;7;150;6;2313266830.0;-202939420.0;2449843540.0;2401501920.0;48341620.0;2831602140.0;-7190310.0;3027475800.0;2777583330.0;249892470.0;0
317;860067998;FERRETERIA MULTIALAMBRES LTDA;3;1;11;21;112;1;1872054830.0;26137150.0;1132559870.0;862693180.0;269866690.0;1639449900.0;26559330.0;1020475530.0;695672010.0;324803520.0;0
318;900317003;COLENER S.A.S.;3;0;0;45;161;6;1587668370.0;1578346190.0;18269936030.0;669394160.0;17600541870.0;1050576470.0;1041247920.0;16844956540.0;1371140.0;16843585400.0;0
319;800052534;DISTRIBUCIONES AXA SAS;3;1;2;7;106;1;2431623100.0;60163750.0;787302360.0;564013370.0;223288990.0;2199907330.0;43110390.0;721060330.0;530920370.0;190139960.0;1
320;899999082;GRUPO ENERGIA BOGOTA S.A. E.S.P.;2;1;2;7;86;6;20337040000.0;17036930000.0;170372000000.0;44807690000.0;125565000000.0;18543100000.0;15001210000.0;159217000000.0;43411870000.0;115805000000.0;0
321;891280008;CCF NARIÑO;1;4;16;50;183;6;17691177451.0;-141066209.0;8604012846.0;8765161084.0;-161148239.0;20315971829.0;-95145362.0;12836702825.0;1326631182.0;-429608996.0;0
322;800106404;OCUPAR TEMPORALES SA;3;4;24;12;173;6;1586625990.0;5886480.0;289045500.0;171265020.0;117780480.0;1613116050.0;19214990.0;302360600.0;181346910.0;121013690.0;1
323;860001777;INDUSTRIAS INCA S.A.S;3;1;11;28;132;1;2307417440.0;22487960.0;1403520150.0;831245780.0;572274370.0;1940908710.0;-7850310.0;1269012100.0;722799200.0;546212900.0;0
324;860003216;PRODUCTOS ROCHE.S.A;3;1;2;7;106;1;8232409070.0;152150890.0;5421402110.0;2317174630.0;3104227480.0;7704061010.0;151311880.0;5485947390.0;2522965460.0;2962981930.0;0
325;800245795;PARMALAT COLOMBIA LTDA;3;1;2;7;18;4;2725239950.0;-98383530.0;1148722390.0;386258140.0;762464250.0;2635419990.0;-235871170.0;1125705150.0;481750880.0;643954270.0;0
326;890929877;COMPASS GROUP SERVICES COLOMBIA S.A;3;1;2;7;141;6;4619210580.0;103299060.0;1941339070.0;1296034900.0;645304170.0;3857632240.0;60137680.0;1614092420.0;1074013510.0;540078910.0;0
327;860069497;AUTONIZA S A;3;1;2;7;97;1;2760966320.0;31815680.0;1861041390.0;1072708980.0;788332410.0;2340851580.0;33831170.0;1743176130.0;953131900.0;790044230.0;1
328;900041914;Avon Colombia SAS;3;0;0;45;52;4;7613019490.0;-70477360.0;2636489840.0;1978626330.0;657863510.0;7773620250.0;156066350.0;2917494250.0;2023252510.0;894241740.0;0
329;800088702;EPS  SURA;1;0;0;45;181;6;393930000000.0;5948635263.0;93160283475.0;67119931142.0;26040352333.0;326278000000.0;4082391519.0;72151272371.0;52386761089.0;19764511282.0;0
330;900017447;FALABELLA DE COLOMBIA S.A.;3;1;2;7;118;1;18823008290.0;152007090.0;10384333290.0;6706387360.0;3677945930.0;16498474770.0;-214223740.0;10953828150.0;8028268630.0;2925559520.0;0
331;890322007;QUIMPAC DE COLOMBIA S.A.;3;4;24;49;47;4;3203916480.0;352452830.0;4199573210.0;2566108880.0;1633464330.0;2983115080.0;326806470.0;4011984370.0;2498710910.0;1513273460.0;0
332;800099903;CARVAJAL EDUCACION S.A.S.;3;4;24;79;43;4;2353038460.0;22347190.0;3733398410.0;3230065700.0;503332710.0;1852075080.0;-207476510.0;3422464030.0;2915833190.0;506630840.0;0
333;890903939;POSTOBON SA;3;0;0;45;30;4;17503824300.0;671905670.0;34102206620.0;13180002730.0;20922203890.0;16250156920.0;786594650.0;31677966470.0;11419519780.0;20258446690.0;0
334;900806600;RELIANZ MINING SOLUTIONS SAS;3;3;1;68;84;4;10217959620.0;248997790.0;8761241370.0;6132483150.0;2628758220.0;8302668000.0;134029460.0;7898029930.0;5651879740.0;2246150190.0;0
335;806013773;SOCIEDAD DE COMERCIALIZACION INTERNACIONAL RECYCLABLES SAS;3;3;3;15;114;1;1436900700.0;8346880.0;226661590.0;69436450.0;157225140.0;1434976830.0;12818840.0;206526030.0;85206420.0;121319610.0;1
336;900072847;GNE Soluciones S.A.S.;3;1;2;7;122;1;4993584450.0;26443780.0;802200530.0;329346200.0;472854330.0;4699267370.0;15164130.0;828107390.0;381553690.0;446553700.0;0
337;900147693;ECODIESEL COLOMBIA S.A.;3;2;21;4;53;4;3613280810.0;128928750.0;1172570510.0;346719030.0;825851480.0;3593875850.0;131668320.0;1258488860.0;491518590.0;766970270.0;0
338;900703240;MAZDA DE COLOMBIA S.A.S;3;1;2;7;97;1;11836225780.0;333939810.0;2757773200.0;1320291540.0;1437481660.0;10430960570.0;341271080.0;3044868900.0;1941327050.0;1103541850.0;0
339;900054711;"""EPK KIDS SMART SAS";3;3;1;5;128;1;1669077470.0;53230170.0;1738150980.0;1117600990.0;620549990.0;1571695670.0;156487060.0;1671787240.0;1104467420.0;567319820.0;0
340;811019880;ANTIOQUEÑA DE PORCINOS SAS;3;0;0;45;2;0;2376789720.0;8401390.0;3797083670.0;2265553480.0;1531530190.0;2323416120.0;58029460.0;3470379100.0;1924394230.0;1545984870.0;1
341;860028580;DISPAPELES S.A.S;3;1;2;7;115;1;3066590600.0;42024690.0;2659682720.0;1527112790.0;1132569930.0;3017833880.0;6449320.0;2653625740.0;1568327080.0;1085298660.0;0
342;890200463;GASEOSAS HIPINTO S.A.S;3;2;21;52;30;4;4963966330.0;181236550.0;5607165280.0;2514099630.0;3093065650.0;4472525890.0;127093200.0;5391750930.0;2262388270.0;3129362660.0;0
343;900477347;VITOL COLOMBIA C.I S A S;3;1;2;7;110;1;13820392680.0;15366200.0;4357258130.0;3740970470.0;616287660.0;7005523710.0;-75557020.0;2881415230.0;2316942660.0;564472570.0;0
344;890900081;AUTOLARTE SA;3;0;0;45;97;1;2280905670.0;17811480.0;1179674970.0;683443240.0;496231730.0;2060025890.0;20335820.0;1180234470.0;690145310.0;490089160.0;1
346;830038885;VALOREM S.A;3;1;2;7;161;6;4226656590.0;1944041940.0;18707644190.0;3752405420.0;14955238770.0;929487630.0;-134107190.0;17738375070.0;5465505520.0;12272869550.0;0
348;860072172;EMPACOR S.A.;3;1;2;7;42;4;2091308920.0;-108942730.0;2919105230.0;1669683490.0;1249421740.0;1855679800.0;-137596820.0;2834013880.0;1817494040.0;1016519840.0;0
349;860533206;ENERGIA INTEGRAL ANDINA S.A. EN REORGANIZACION;3;3;20;60;108;1;1531651570.0;43358690.0;6029130250.0;2908302400.0;3120827850.0;1586874890.0;209252330.0;5767076530.0;2729373130.0;3037703400.0;0
351;830095262;QMAX SOLUTIONS COLOMBIA;3;1;2;7;12;5;1515363690.0;47574440.0;1270532200.0;447776880.0;822755320.0;1176805510.0;-49688340.0;981353060.0;389844790.0;591508270.0;0
352;900439301;INVERSIONES INT COLOMBIA SAS;3;1;2;7;140;6;1782104520.0;-3255370.0;881757960.0;590159510.0;291598450.0;1282403620.0;14305450.0;609465230.0;323634290.0;285830940.0;1
353;800100610;TECNOFARMA COLOMBIA SAS;3;1;2;7;106;1;2824690890.0;18195720.0;1648671490.0;1170648600.0;478022890.0;2508094940.0;150918340.0;1594147310.0;1077319330.0;516827980.0;0
354;900023333;AMOV COLOMBIA S.A.;3;1;2;7;161;6;7239119490.0;7291180710.0;47852030710.0;662317680.0;47189713030.0;0.0;-7109099290.0;39280562000.0;654968130.0;38625593870.0;0
355;830113603;RENDIFIN S.A.;3;1;2;7;157;6;2642036780.0;2940370880.0;41656037650.0;7060604950.0;34595432700.0;2945535240.0;2613965890.0;38930992560.0;4884842850.0;34046149710.0;0
356;860005224;Bavaria S.A.;3;1;2;7;29;4;59478933160.0;24454033770.0;94405778200.0;58498610260.0;35907167940.0;59604515730.0;18434510210.0;97469822880.0;35838373020.0;61631449860.0;0
357;890905022;CONVEL S.A.S.;3;0;0;45;90;3;1623389250.0;17096180.0;1051698020.0;662214650.0;389483370.0;1796814090.0;50870090.0;755495690.0;368387380.0;387108310.0;0
359;860025792;SOCIEDAD DE FABRICACION DE AUTOMOTORES SAS;3;0;0;25;77;4;26554924030.0;582783320.0;8212431920.0;6391162790.0;1821269130.0;27149322820.0;1212172940.0;7438047940.0;5617574020.0;1820473920.0;0
360;900166896;HINO MOTORS MANUFACTURING COLOMBIA SA;3;1;11;21;77;4;5117060910.0;93844140.0;1769949040.0;934252140.0;835696900.0;3784427880.0;121402130.0;1525063070.0;803016740.0;722046330.0;0
361;860028601;FINANZAUTO S.A.;3;1;2;7;162;6;2217643110.0;360885660.0;10663367630.0;6729956280.0;3933411350.0;2045282540.0;299727660.0;9096438430.0;5470581150.0;3625857280.0;0
362;830078515;COLUMBUS NETWORKS DE COLOMBIA LTDA;3;1;2;7;147;6;2207467940.0;-60707970.0;6620004600.0;3631086800.0;2988917800.0;2122094800.0;472683770.0;6191184410.0;2986656400.0;3204528010.0;0
364;860516806;PERMODA LTDA;3;1;2;7;36;4;6935310030.0;280652800.0;6136037570.0;3632940370.0;2503097200.0;4546569940.0;49333130.0;5226727490.0;2829541610.0;2397185880.0;0
365;830037946;PANAMERICANA LIBRERIA Y PAPELERIA SA;3;1;2;7;127;1;5664576370.0;300567730.0;8083966920.0;1954638950.0;6129327970.0;5801662420.0;415676350.0;7965079330.0;2136319090.0;5828760240.0;1
366;890800718;SUCESORES DE JOSE JESUS RESTREPO & CIA. S.A. CASA LUKER S.A.;3;5;5;43;101;1;7829580230.0;540140060.0;6868532720.0;3041724540.0;3826808180.0;7733558680.0;125070830.0;5934739990.0;2770181620.0;3164558370.0;1
367;811010485;FGA FONDO DE GARANTIAS S.A.;3;0;0;45;162;6;1801120210.0;120348160.0;1693818170.0;972534470.0;721283700.0;1237552120.0;106554720.0;1268736020.0;662027590.0;606708430.0;0
368;818000140;AMBUQ ARS;1;3;1;5;183;6;75275460481.0;-4506180559.0;13024084278.0;3734153617.0;-24317451893.0;68178290396.0;-26875611001.0;8483110394.0;33019346733.0;-24536236339.0;1
369;832004332;MINAS Y MINERALES SA;3;1;11;81;110;1;1510386520.0;42429150.0;413094100.0;271207340.0;141886760.0;1157661800.0;37017870.0;354154550.0;234707290.0;119447260.0;1
370;811021654;Internexa S.A.;3;0;0;45;147;6;1641809400.0;-642228380.0;3753296390.0;3030749810.0;722546580.0;1716087220.0;-83730790.0;4518642350.0;2988142720.0;1530499630.0;0
371;830055659;GTM COLOMBIA SA;3;1;2;7;113;1;1810402610.0;61987910.0;1197749260.0;923752360.0;273996900.0;1579967620.0;36128320.0;797103270.0;585094270.0;212009000.0;0
372;891100445;ORF S.A.;3;1;2;7;19;4;11112069950.0;282870920.0;9419551880.0;4536125820.0;4883426060.0;12416374390.0;175417660.0;9177887830.0;4535243870.0;4642643960.0;0
373;860002302;ETERNIT COLOMBIANA S.A.;3;1;11;65;64;4;2296993670.0;-145712660.0;3402378490.0;1024007960.0;2378370530.0;1408777290.0;29699960.0;3337203130.0;885330330.0;2451872800.0;0
374;900058852;DIALSA SAS;3;0;0;45;102;1;1624207760.0;20355800.0;528258480.0;366793500.0;161464980.0;1540067720.0;8615250.0;555163380.0;414054200.0;141109180.0;1
375;830002366;BIMBO DE COLOMBIA S A;3;1;11;70;24;4;6193793920.0;27246230.0;6390736880.0;2892775330.0;3497961550.0;5777408830.0;148253150.0;6258886290.0;2776738960.0;3482147330.0;0
376;800107494;IINVERSIONES DE GASES DE COLOMBIA SA;3;1;2;7;132;1;2392079400.0;2298211750.0;5852082140.0;265741900.0;5586340240.0;1602447910.0;1516598310.0;5803041270.0;16500940.0;5786540330.0;1
377;891409291;EVE DISTRIBUCIONES S.A.S;3;5;19;51;106;1;4085222880.0;138759370.0;2131058460.0;1709575530.0;421482930.0;2556273120.0;43504590.0;1379330400.0;821485800.0;557844600.0;0
378;830126302;FRONTERA ENERGY COLOMBIA CORP., SUCURSAL COLOMBIA;3;1;2;7;6;5;34897420620.0;222500910.0;45704455360.0;22882257960.0;22822197400.0;34815331240.0;-4916844860.0;47516462590.0;19016601420.0;28499861170.0;0
379;800136105;MISION TEMPORAL LIMITADA;3;1;2;7;173;6;1843381510.0;20461440.0;427390420.0;256226330.0;171164090.0;1959533250.0;21597670.0;442712430.0;292246800.0;150465630.0;1
380;830078966;METROKIA S.A.;3;3;14;62;97;1;9626143060.0;103316000.0;5527810110.0;2825423440.0;2702386670.0;7909923530.0;108763350.0;5693944410.0;3096939000.0;2597005410.0;0
381;860031028;SIEMENS SOCIEDAD ANONIMA;3;1;11;70;76;4;8743319730.0;25503710.0;5328991890.0;4020045000.0;1308946890.0;7537737790.0;-326078090.0;5215494180.0;3919578360.0;1295915820.0;0
382;890904224;C.I. Unión de Bananeros de Urabá S.A.- Unibán;3;0;0;45;42;4;5507860000.0;53000000.0;8792890000.0;3144920000.0;5647970000.0;5407830000.0;336830000.0;8438450000.0;2562230000.0;5876220000.0;0
383;900416386;ZONA FRANCA INDUSTRIAL COLMOTORES SAS;3;1;2;7;79;4;2121025300.0;397666930.0;1892761600.0;523606910.0;1369154690.0;1764153610.0;88080700.0;1583650810.0;289637000.0;1294013810.0;0
384;890318278;CONALVIAS CONSTRUCCIONES SAS;3;4;24;12;93;3;2997540320.0;-4705490700.0;8897309930.0;10370312510.0;-1473002580.0;4439168730.0;-1700019810.0;13642428150.0;9620021530.0;4022406620.0;0
385;900294923;AVICOLA TRIPLE A SAS;3;6;23;35;3;0;1563967800.0;30796060.0;1721425310.0;1030937730.0;690487580.0;1481519220.0;38296120.0;1733864780.0;1083407150.0;650457630.0;0
386;890900098;LANDERS Y CIA S.A. S;3;0;0;45;75;4;1406612430.0;28693930.0;966987180.0;585801400.0;381185780.0;1407350770.0;29087640.0;976438760.0;623946900.0;352491860.0;0
387;900291798;CI ADM COLOMBIA LTDA;3;1;2;7;103;1;3197405430.0;75643990.0;978824310.0;923428840.0;55395470.0;2192955490.0;1.0;582361080.0;602610590.0;-20249510.0;0
388;830041054;Diebold Colombia S.A;3;1;2;7;184;6;1345507210.0;96342170.0;953972030.0;551569360.0;402402670.0;1424896680.0;146897180.0;1302084680.0;996024180.0;306060500.0;0
